央视,#genre#
CETV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221229939/1.m3u8
CETV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221230466/1.m3u8
CCTV4K,http://111.48.34.138/000000001000PLTV/88888888/224/3221230518/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230571/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230577/1.m3u8
CCTV世界地理,http://111.48.34.138/000000001000PLTV/88888888/224/3221230072/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230486/1.m3u8
CCTV电视指南,http://111.48.34.138/000000001000PLTV/88888888/224/3221230078/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230492/1.m3u8
CCTV高尔夫网球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230085/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230535/1.m3u8
CCTV风云音乐,http://111.48.34.138/000000001000PLTV/88888888/224/3221230089/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230541/1.m3u8
CCTV怀旧剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230091/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230543/1.m3u8
CCTV央视台球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230173/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230484/1.m3u8
CCTV兵器科技,http://111.48.34.138/000000001000PLTV/88888888/224/3221230162/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230537/1.m3u8
CCTV风云足球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230482/1.m3u8
CCTV第一剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230488/1.m3u8
CCTV女性时尚,http://111.48.34.138/000000001000PLTV/88888888/224/3221230545/1.m3u8
中央新影老故事,http://111.48.34.138/000000001000PLTV/88888888/224/3221230087/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230539/1.m3u8
中央新影中学生,http://111.48.34.138/000000001000PLTV/88888888/224/3221230602/1.m3u8
CGTN纪录片,http://111.48.34.138/000000001000PLTV/88888888/224/3221230430/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230529/1.m3u8
央广购物,http://111.48.34.138/000000001000PLTV/88888888/224/3221230412/1.m3u8
襄阳综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221229846/1.m3u8
襄阳经济生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221229848/1.m3u8
襄阳公共,http://111.48.34.138/000000001000PLTV/88888888/224/3221229850/1.m3u8
咸宁综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221229876/1.m3u8
咸宁经济生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221229907/1.m3u8
十堰经济旅游,http://111.48.34.138/000000001000PLTV/88888888/224/3221230368/1.m3u8
恩施文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230344/1.m3u8
孝感生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230534/1.m3u8
黄石新闻综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230556/1.m3u8
黄石都市,http://111.48.34.138/000000001000PLTV/88888888/224/3221230558/1.m3u8
荆州垄上,http://111.48.34.138/000000001000PLTV/88888888/224/3221230560/1.m3u8
鄂州新闻综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230562/1.m3u8
鄂州文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230564/1.m3u8
黄冈生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230566/1.m3u8
随州农村,http://111.48.34.138/000000001000PLTV/88888888/224/3221230568/1.m3u8
荆州文旅,http://111.48.34.138/000000001000PLTV/88888888/224/3221230572/1.m3u8
荆州新闻,http://111.48.34.138/000000001000PLTV/88888888/224/3221230574/1.m3u8
宜昌综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230587/1.m3u8
三峡旅游生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230589/1.m3u8
随州综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230593/1.m3u8
襄阳经济生活,http://111.48.34.237/PLTV/88888888/224/3221229848/1.m3u8
襄阳综合,http://111.48.34.237/PLTV/88888888/224/3221229846/1.m3u8
新动漫-HD,http://111.48.34.237/PLTV/88888888/224/3221230487/1.m3u8
新疆卫视-HD,http://111.48.34.237/PLTV/88888888/224/3221229729/1.m3u8
新疆卫视-HD,http://111.48.34.237/PLTV/88888888/224/3221230030/1.m3u8
新闻综合,http://111.48.34.237/PLTV/88888888/224/3221229763/1.m3u8
央广购物,http://111.48.34.237/PLTV/88888888/224/3221230412/1.m3u8
央视频,http://111.48.34.237/PLTV/88888888/224/3221230371/1.m3u8
中央新影老故事-HD,http://111.48.34.237/PLTV/88888888/224/3221230087/1.m3u8
中央新影老故事-HD,http://111.48.34.237/PLTV/88888888/224/3221230539/1.m3u8
CHC动作电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230434/1.m3u8
CHC家庭影院,http://111.48.34.138/000000001000PLTV/88888888/224/3221230481/1.m3u8
CHC影迷电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230483/1.m3u8
湖北影视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230404/1.m3u8
欢笑剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230500/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230553/1.m3u8
都市剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230607/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230619/1.m3u8
山东教育卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230459/1.m3u8
武汉教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221229783/1.m3u8
湖北教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221230406/1.m3u8金色学堂,http://111.48.34.138/000000001000PLTV/88888888/224/3221230586/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230603/1.m3u8
少儿,#genre#,PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
卡酷少儿,http://111.48.34.138/000000001000PLTV/88888888/224/3221230040/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230428/1.m3u8
金鹰卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230345/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230468/1.m3u8
哈哈炫动,http://111.48.34.138/000000001000PLTV/88888888/224/3221230578/1.m3u8
嘉佳卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230580/1.m3u8
新动漫,http://111.48.34.138/000000001000PLTV/88888888/224/3221230487/1.m3u8
动漫秀场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230544/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230621/1.m3u8
晴彩青少,http://111.48.34.138/000000001000PLTV/88888888/224/3221230584/1.m3u8

